,mean_speed,mean_speed,persistence,persistence,displacement,displacement
,mean,std,mean,std,mean,std
group,,,,,,
edge,6.825050220928506,3.5861993503199945,0.5888791605967074,0.20920048151074191,144.82921068897366,71.61592782616414
